ID lfp lnnlinc age educ nyc noc foreign
143 0.0 11.036350 4.6 10.0 0.0 2.0 0.0
144 0.0 10.740618 4.4  6.0 1.0 1.0 0.0
145 0.0 10.620524 2.5 10.0 1.0 0.0 0.0
146 0.0 10.871253 2.7  9.0 1.0 0.0 0.0
147 1.0 10.664763 4.5  9.0 0.0 1.0 0.0
148 0.0 11.864870 3.1 15.0 0.0 2.0 0.0
149 1.0 10.639207 3.1 13.0 0.0 2.0 0.0
150 1.0 10.665111 3.4 14.0 0.0 2.0 0.0
151 1.0 10.937405 3.7 11.0 0.0 2.0 0.0
152 1.0 11.115698 5.1  8.0 0.0 0.0 0.0
153 0.0 10.392553 5.2  9.0 0.0 0.0 0.0
154 0.0 10.916087 3.4  8.0 0.0 2.0 0.0
155 1.0 10.530598 4.5 11.0 0.0 2.0 0.0
156 1.0 11.049862 2.6 14.0 1.0 0.0 0.0
157 0.0 10.961591 4.0  9.0 0.0 1.0 0.0
158 0.0 10.782629 4.4 10.0 0.0 2.0 0.0
159 0.0 10.893155 2.8 13.0 2.0 0.0 0.0
160 0.0 10.637464 4.1  8.0 1.0 3.0 0.0
161 0.0 10.804152 5.8 10.0 0.0 0.0 0.0
162 0.0 10.881099 3.5 10.0 0.0 1.0 0.0
163 0.0 11.995501 5.6 12.0 0.0 0.0 0.0
164 1.0 11.216231 4.0 13.0 0.0 4.0 0.0
165 0.0 10.510004 3.4  9.0 1.0 1.0 0.0
166 0.0 10.459609 2.9 14.0 1.0 1.0 0.0
167 1.0 10.763969 3.7 13.0 0.0 2.0 0.0
168 1.0 10.755772 2.6 12.0 0.0 0.0 0.0
169 0.0 10.689363 4.3  8.0 0.0 3.0 0.0
170 1.0 11.065612 3.8  9.0 0.0 3.0 0.0
171 1.0 10.693192 4.7  8.0 0.0 1.0 0.0
172 0.0 10.604953 5.3  8.0 0.0 3.0 0.0
173 0.0 10.401214 5.4  8.0 0.0 0.0 0.0
174 0.0 10.617780 3.9 11.0 2.0 0.0 0.0
175 1.0 10.833661 3.4 10.0 0.0 0.0 0.0
176 0.0 10.026210 5.4  8.0 0.0 1.0 0.0
177 0.0 10.746228 3.1  9.0 2.0 0.0 0.0
178 0.0 10.933002 3.5  8.0 0.0 4.0 0.0
179 1.0 10.840250 3.7 12.0 1.0 1.0 0.0
180 0.0 10.714731 4.0  8.0 0.0 2.0 0.0
181 0.0 10.612391 2.4  8.0 2.0 0.0 0.0
182 0.0 11.076830 3.3 12.0 1.0 0.0 0.0
183 1.0 11.128016 4.9  9.0 0.0 3.0 0.0
184 0.0 10.522886 3.0 12.0 0.0 2.0 0.0
185 0.0 10.659896 6.1  9.0 0.0 0.0 0.0
186 0.0 11.733083 3.2 13.0 2.0 1.0 0.0
187 0.0 10.919970 3.9  8.0 0.0 5.0 0.0
188 0.0 10.514121 4.0  8.0 0.0 2.0 0.0
189 0.0 11.069464 2.7 10.0 0.0 2.0 0.0
190 0.0 10.619196 2.0  9.0 1.0 0.0 0.0
191 0.0 10.562078 4.3 11.0 0.0 2.0 0.0
192 1.0 10.905702 3.2 13.0 1.0 1.0 0.0
193 0.0 10.950990 3.4 11.0 0.0 2.0 0.0
194 1.0 10.506120 4.6  8.0 0.0 2.0 0.0
195 0.0 11.047871 4.4  5.0 0.0 1.0 0.0
196 0.0 10.574165 3.6  8.0 0.0 3.0 0.0
197 1.0 11.193011 4.5 12.0 0.0 2.0 0.0
198 0.0 10.984266 3.3 12.0 1.0 0.0 0.0
199 0.0 11.334915 5.5  4.0 0.0 0.0 0.0
200 0.0 10.851937 3.6 12.0 0.0 2.0 0.0
201 1.0 10.404555 3.7  8.0 0.0 0.0 0.0
202 0.0 10.988086 3.9 11.0 0.0 2.0 0.0
203 0.0 10.864314 5.3  8.0 0.0 0.0 0.0
204 0.0 10.523238 2.2  9.0 1.0 0.0 0.0
205 0.0 10.820928 3.3 12.0 0.0 2.0 0.0
206 1.0 10.162354 4.0 10.0 0.0 0.0 0.0
207 0.0 11.198758 5.7 12.0 0.0 0.0 0.0
208 0.0 11.225668 2.9 10.0 1.0 2.0 0.0
209 1.0 10.893887 4.7  8.0 0.0 0.0 0.0
210 1.0 10.641333 4.1 10.0 0.0 0.0 0.0
211 0.0 10.850221 4.1  8.0 0.0 2.0 0.0
212 1.0 10.660521 3.1 12.0 0.0 0.0 0.0
213 0.0 11.349021 4.3 12.0 0.0 1.0 0.0
214 0.0 11.242483 5.1  8.0 0.0 1.0 0.0
215 1.0 11.159617 3.6 10.0 0.0 2.0 0.0
216 1.0 10.911874 3.9 10.0 0.0 1.0 0.0
217 1.0 10.507997 3.0  8.0 0.0 2.0 0.0
218 0.0 10.975945 3.0 21.0 2.0 0.0 0.0
219 0.0 10.368614 2.4  2.0 0.0 0.0 0.0
220 0.0 10.567141 4.9  8.0 0.0 1.0 0.0
221 0.0 10.445417 4.9  9.0 0.0 0.0 0.0
222 0.0 10.518592 3.0  8.0 0.0 2.0 0.0
223 1.0 10.700863 4.0  9.0 0.0 4.0 0.0
224 0.0 10.596668 4.4  6.0 0.0 0.0 0.0
225 0.0 11.197492 2.9 13.0 1.0 1.0 0.0
226 0.0 10.939767 2.8 13.0 1.0 0.0 0.0
227 1.0 10.557954 4.3 10.0 0.0 1.0 0.0
228 0.0 10.754640 2.9 10.0 2.0 2.0 0.0
229 1.0 10.464695 4.4  7.0 1.0 1.0 0.0
230 0.0 10.954447 4.2 12.0 0.0 3.0 0.0
231 1.0 10.800645 4.5  8.0 0.0 6.0 0.0
232 0.0  9.774489 5.7  8.0 0.0 1.0 0.0
233 0.0 11.043071 5.1  8.0 0.0 0.0 0.0
234 1.0 10.949314 4.4 11.0 0.0 1.0 0.0
235 0.0 10.015288 5.5  7.0 0.0 2.0 0.0
236 0.0 11.499515 5.5 14.0 0.0 0.0 0.0
237 1.0 10.606732 4.8 10.0 0.0 1.0 0.0
238 0.0 10.647289 4.5  9.0 0.0 3.0 0.0
239 0.0 10.513616 5.4 11.0 0.0 0.0 0.0
240 0.0 11.226845 5.6 12.0 0.0 0.0 0.0
241 1.0 10.698781 3.3 13.0 2.0 0.0 0.0
242 0.0 10.873052 4.0 10.0 0.0 3.0 0.0
243 0.0 10.518034 5.4  7.0 0.0 2.0 0.0
244 0.0 10.398972 5.6  4.0 0.0 0.0 0.0
245 0.0 11.120970 4.0  9.0 0.0 2.0 0.0
246 1.0 10.160162 4.2  8.0 0.0 3.0 0.0
247 0.0 11.189876 5.0 14.0 0.0 1.0 0.0
248 1.0 10.580379 4.9  9.0 0.0 0.0 0.0
249 0.0 10.807338 5.8  8.0 0.0 0.0 0.0
250 1.0  9.761367 5.8  8.0 0.0 0.0 0.0
251 0.0 10.674890 5.7  4.0 0.0 0.0 0.0
252 0.0 10.688645 5.4  4.0 0.0 0.0 0.0
253 0.0 10.185521 5.9  8.0 0.0 0.0 0.0
254 1.0 11.672285 5.1 18.0 0.0 1.0 0.0
255 0.0 10.795038 2.6 12.0 1.0 0.0 0.0
256 1.0 10.972098 4.3 10.0 0.0 2.0 0.0
257 0.0 10.556449 3.8  9.0 0.0 2.0 0.0
258 1.0 10.704404 3.9  8.0 0.0 2.0 0.0
259 1.0 10.428636 5.3  9.0 0.0 0.0 0.0
260 0.0 11.051191 3.8 10.0 0.0 1.0 0.0
261 1.0 10.851682 4.8  7.0 0.0 0.0 0.0
262 1.0 10.482903 4.1  9.0 0.0 0.0 0.0
263 0.0 10.788455 5.5 12.0 0.0 0.0 0.0
264 0.0 10.535781 3.0 13.0 1.0 0.0 0.0
265 1.0 10.131345 5.8  8.0 0.0 0.0 0.0
266 0.0 10.413317 2.8  8.0 2.0 0.0 0.0
267 1.0 10.550204 3.6 15.0 0.0 0.0 0.0
268 0.0 10.678824 5.0  4.0 0.0 1.0 0.0
269 0.0 10.845567 2.7 10.0 1.0 1.0 0.0
270 1.0 10.326767 5.5  8.0 0.0 0.0 0.0
271 0.0 10.756853 2.8 12.0 1.0 0.0 0.0
272 1.0 10.687163 4.5  8.0 0.0 2.0 0.0
273 1.0 10.695410 3.9  4.0 0.0 0.0 0.0
274 1.0 10.447811 3.0  9.0 0.0 1.0 0.0
275 1.0 11.010256 5.3  8.0 0.0 0.0 0.0
276 0.0 10.704237 2.3 10.0 2.0 0.0 0.0
277 0.0 10.913541 5.8 13.0 0.0 0.0 0.0
278 0.0 10.236210 4.4  9.0 0.0 1.0 0.0
279 0.0 11.761940 5.2  9.0 0.0 1.0 0.0
280 0.0 10.485152 2.4 12.0 1.0 0.0 0.0
281 1.0 11.147722 4.8  9.0 0.0 0.0 0.0
282 0.0 11.153504 3.8 11.0 0.0 2.0 0.0
283 0.0 10.645516 5.6 11.0 0.0 0.0 0.0
284 1.0 10.777797 5.0  8.0 0.0 0.0 0.0
285 1.0 10.986342 4.3 14.0 0.0 3.0 0.0
286 0.0 10.628565 2.8 10.0 0.0 2.0 0.0
287 0.0 10.916267 5.6 12.0 0.0 0.0 0.0
288 1.0 10.702699 3.6 12.0 0.0 2.0 0.0
289 0.0 10.952528 4.7 11.0 0.0 1.0 0.0
290 1.0 10.382414 3.7 11.0 0.0 0.0 0.0
291 0.0 10.698292 4.6 11.0 0.0 0.0 0.0
292 0.0 11.051727 5.7  9.0 0.0 0.0 0.0
293 0.0 10.656841 3.3 10.0 0.0 2.0 0.0
294 0.0 10.554549 4.7  8.0 0.0 2.0 0.0
295 0.0 11.692279 4.5 14.0 0.0 2.0 0.0
296 1.0 11.472848 4.2 13.0 0.0 3.0 0.0
297 0.0 11.656427 3.3 11.0 2.0 2.0 0.0
298 1.0 10.696645 4.5 12.0 0.0 2.0 0.0
299 1.0 10.839479 3.9  9.0 0.0 1.0 0.0
300 1.0 10.795194 3.3 10.0 0.0 3.0 0.0
301 1.0 10.379617 2.9  4.0 1.0 1.0 0.0
302 1.0 10.886384 4.4 13.0 0.0 2.0 0.0
303 0.0 11.363417 3.3 15.0 0.0 3.0 0.0
304 0.0 11.132031 2.6 11.0 1.0 0.0 0.0
305 1.0 10.899869 3.2 12.0 0.0 0.0 0.0
306 0.0 11.160232 2.9 12.0 1.0 2.0 0.0
307 1.0 10.058137 6.0  9.0 0.0 0.0 0.0
308 1.0 10.735930 3.9 11.0 0.0 2.0 0.0
309 1.0  9.680395 4.7  9.0 0.0 0.0 0.0
310 0.0 11.150011 3.4  8.0 0.0 3.0 0.0
311 1.0  7.186901 5.7 12.0 0.0 0.0 0.0
312 0.0 10.762847 3.3 12.0 0.0 2.0 0.0
313 0.0 10.641994 5.6  8.0 0.0 0.0 0.0
314 1.0 10.821105 5.5  9.0 0.0 0.0 0.0
315 0.0 11.697144 3.7 13.0 0.0 3.0 0.0
316 1.0 10.867016 5.4  8.0 0.0 0.0 0.0
317 1.0 11.597597 3.3 14.0 1.0 2.0 0.0
318 0.0 11.346550 5.2  4.0 0.0 1.0 0.0
319 1.0 10.440166 2.5 13.0 0.0 0.0 0.0
320 1.0 10.786756 4.7  8.0 0.0 1.0 0.0
321 0.0 10.693526 4.2  9.0 0.0 2.0 0.0
322 0.0 10.639603 3.1 12.0 0.0 2.0 0.0
323 0.0 10.391253 3.0 11.0 1.0 0.0 0.0
324 0.0 11.094102 5.8  4.0 0.0 0.0 0.0
325 1.0  9.952297 5.7 15.0 0.0 0.0 0.0
326 0.0 10.881145 6.0  8.0 0.0 0.0 0.0
327 1.0 10.945509 4.4 11.0 0.0 1.0 0.0
328 0.0 10.723123 2.6  8.0 1.0 2.0 0.0
329 1.0 10.778036 5.9 12.0 0.0 0.0 0.0
330 0.0 10.410974 2.1 12.0 1.0 0.0 0.0
331 1.0 10.331526 5.0  9.0 0.0 0.0 0.0
332 0.0 11.038619 4.5  9.0 0.0 0.0 0.0
333 0.0 10.427884 4.4  8.0 0.0 1.0 0.0
334 0.0  9.903508 2.4  8.0 1.0 0.0 0.0
335 0.0 10.415019 3.1 10.0 0.0 1.0 0.0
336 0.0 11.552967 4.7  7.0 0.0 1.0 0.0
337 0.0 10.726891 4.9  7.0 0.0 1.0 0.0
338 1.0 10.719912 4.5  3.0 0.0 4.0 0.0
339 1.0 10.635413 3.6  9.0 0.0 3.0 0.0
340 1.0 10.607927 4.3  8.0 0.0 1.0 0.0
341 1.0 10.898150 5.7  8.0 0.0 0.0 0.0
342 0.0 10.564245 2.8 10.0 0.0 1.0 0.0
343 0.0 11.008900 4.3 12.0 1.0 0.0 0.0
344 0.0 10.966264 5.7 11.0 0.0 1.0 0.0
345 0.0 11.094889 5.1  8.0 0.0 0.0 0.0
346 0.0 10.949635 2.7 12.0 1.0 0.0 0.0
347 0.0 11.142022 3.2 14.0 3.0 0.0 0.0
348 1.0 10.955511 3.8 12.0 0.0 1.0 0.0
349 0.0  9.999619 6.1 11.0 0.0 0.0 0.0
350 1.0 10.883356 3.3 11.0 2.0 0.0 0.0
351 1.0 10.725962 4.4 11.0 0.0 0.0 0.0
352 0.0 10.379433 4.2  8.0 0.0 0.0 0.0
353 1.0 10.517781 5.9  8.0 0.0 0.0 0.0
354 0.0 10.960598 3.4  8.0 0.0 1.0 0.0
355 0.0 11.017487 2.6 13.0 1.0 1.0 0.0
356 0.0 10.630611 3.1 11.0 1.0 1.0 0.0
357 0.0 10.879928 4.1  9.0 0.0 1.0 0.0
358 0.0 10.556337 5.6 11.0 0.0 0.0 0.0
359 0.0 10.873372 3.6 12.0 0.0 2.0 0.0
360 0.0 10.974541 4.7 12.0 0.0 0.0 0.0
361 0.0 11.213668 3.8 12.0 0.0 3.0 0.0
362 0.0 10.565516 3.9  9.0 1.0 2.0 0.0
363 0.0 10.757045 5.2  8.0 0.0 1.0 0.0
364 1.0 10.218074 4.3  4.0 0.0 0.0 0.0
365 1.0 10.771807 4.9 11.0 0.0 0.0 0.0
366 0.0 10.645901 3.1 16.0 1.0 2.0 0.0
367 1.0 10.609652 3.8 11.0 0.0 2.0 0.0
368 0.0 10.497103 4.9  4.0 0.0 0.0 0.0
369 1.0 11.286425 3.6 11.0 0.0 2.0 0.0
370 1.0 10.713582 2.8 10.0 1.0 1.0 0.0
371 0.0 11.080241 3.1 12.0 2.0 0.0 0.0
372 1.0 10.765547 3.9 12.0 0.0 2.0 0.0
373 0.0 11.787341 3.8 14.0 0.0 2.0 0.0
374 0.0 11.404879 5.4 13.0 0.0 0.0 0.0
375 1.0 10.593832 4.5 12.0 0.0 1.0 0.0
376 1.0 10.566170 2.7  8.0 0.0 0.0 0.0
377 1.0 11.153773 4.3  9.0 0.0 0.0 0.0
378 0.0 10.644508 6.1  8.0 0.0 0.0 0.0
379 1.0 10.962912 3.0 15.0 1.0 1.0 0.0
380 1.0 10.952085 2.6 10.0 1.0 2.0 0.0
381 1.0 11.006509 5.1 12.0 0.0 0.0 0.0
382 0.0 10.503680 5.9  9.0 0.0 0.0 0.0
383 0.0 10.522554 5.8 14.0 0.0 0.0 0.0
384 1.0 10.443773 3.1 11.0 0.0 0.0 0.0
385 0.0 10.363842 5.9  4.0 0.0 0.0 0.0
386 0.0 10.868344 4.1  9.0 0.0 1.0 0.0
387 0.0 10.708355 2.5 10.0 1.0 0.0 0.0
388 1.0 10.959935 4.5 11.0 0.0 4.0 0.0
389 0.0 10.545824 2.3 12.0 0.0 0.0 0.0
390 1.0 10.635506 4.2 10.0 0.0 2.0 0.0
391 0.0 10.674844 3.3  8.0 0.0 2.0 0.0
392 0.0 10.600635 4.6  8.0 0.0 1.0 0.0
393 0.0 10.261245 3.0  4.0 2.0 0.0 0.0
394 1.0 10.618609 3.6 10.0 0.0 4.0 0.0
395 1.0 10.084304 2.5 12.0 0.0 0.0 0.0
396 1.0 11.232703 4.1 12.0 0.0 2.0 0.0
397 1.0 10.614631 2.1 10.0 0.0 0.0 0.0
398 1.0 10.891872 3.8 12.0 0.0 0.0 0.0
399 0.0 10.987128 3.4  9.0 0.0 3.0 0.0
400 1.0 10.901279 5.5  8.0 0.0 0.0 0.0
401 0.0 10.996947 4.3 11.0 0.0 2.0 0.0
402 0.0 10.573843 5.9  8.0 0.0 0.0 0.0
403 1.0 10.530697 3.8 12.0 0.0 2.0 0.0
404 1.0 10.750773 4.3  9.0 0.0 0.0 0.0
405 1.0 10.303822 2.2  8.0 0.0 0.0 0.0
406 1.0 11.071775 3.6 11.0 0.0 2.0 0.0
407 1.0 10.933235 2.8  9.0 0.0 1.0 0.0
408 0.0 10.765986 3.0  9.0 1.0 1.0 0.0
409 1.0 10.808117 5.1 11.0 0.0 0.0 0.0
410 1.0 11.130052 4.4  9.0 0.0 0.0 0.0
411 1.0 10.139643 2.0 11.0 0.0 0.0 0.0
412 1.0 10.446164 4.7 12.0 0.0 0.0 0.0
413 1.0 10.497118 4.1  7.0 0.0 0.0 0.0
414 0.0 10.502569 4.2  8.0 0.0 2.0 0.0
415 0.0 10.813208 3.1 10.0 0.0 0.0 0.0
416 1.0 10.819643 6.1  4.0 0.0 0.0 0.0
417 0.0 10.965238 3.7  8.0 0.0 2.0 0.0
418 0.0 10.940790 3.8 12.0 0.0 2.0 0.0
419 0.0 10.698575 2.8 12.0 1.0 1.0 0.0
420 0.0 10.557849 2.0 12.0 1.0 0.0 0.0
421 0.0 10.869824 5.1  8.0 0.0 0.0 0.0
422 1.0 10.486398 2.1  9.0 0.0 0.0 0.0
423 0.0 10.651588 2.2 12.0 1.0 0.0 0.0
424 1.0 10.741222 2.6  9.0 0.0 0.0 0.0
425 0.0 10.634130 5.7  9.0 0.0 0.0 0.0
426 1.0 10.576883 3.4  9.0 0.0 2.0 0.0
427 0.0 11.299290 2.8 12.0 0.0 0.0 0.0
428 1.0 10.480109 3.2 10.0 2.0 0.0 0.0
429 0.0 10.453177 2.1 14.0 1.0 0.0 0.0
430 1.0 10.471801 3.8  9.0 0.0 1.0 0.0
431 0.0  9.743722 6.1  4.0 0.0 0.0 0.0
432 0.0 10.639916 4.3  9.0 0.0 0.0 0.0
433 0.0 10.621275 2.8 12.0 3.0 1.0 0.0
434 1.0 10.842806 2.7 11.0 1.0 0.0 0.0
435 0.0 11.257013 3.4 17.0 1.0 0.0 0.0
436 1.0 10.245578 4.0  9.0 0.0 6.0 0.0
437 0.0 10.954252 4.9  9.0 0.0 0.0 0.0
438 0.0 10.986144 3.1 11.0 2.0 0.0 0.0
439 0.0 10.479591 2.6 10.0 2.0 0.0 0.0
440 1.0 10.616295 4.0  6.0 0.0 3.0 0.0
441 1.0 10.464226 3.7  8.0 0.0 3.0 0.0
442 0.0 10.482289 2.1 11.0 1.0 0.0 0.0
443 1.0 10.692477 3.3  9.0 0.0 3.0 0.0
444 1.0 10.110817 3.4 16.0 0.0 2.0 0.0
445 1.0 10.775342 2.3 12.0 0.0 0.0 0.0
446 1.0 10.511332 3.9  8.0 0.0 3.0 0.0
