Year Quarter STIR LTIR
59	6	2.76	4.11
59	7	2.69	4.19
59	8	2.41	4.2
59	9	3.36	4.33
59	10	3.41	4.33
59	11	3.11	4.22
59	12	3.11	4.32
60	1	4.1	4.55
60	2	3.56	4.39
60	3	3.86	4.34
60	4	2.76	4.09
60	5	2.96	4.29
60	6	1.95	4.23
60	7	1.65	4.03
60	8	1.6	3.84
60	9	2.63	3.92
60	10	2	3.86
60	11	1.4	3.96
60	12	1.55	4
61	1	2.16	3.86
61	2	2.25	3.91
61	3	2.24	3.8
61	4	2	3.84
61	5	1.7	3.79
61	6	2.22	3.8
61	7	1.92	3.89
61	8	2.28	3.95
61	9	2.04	4.04
61	10	2.15	3.97
61	11	2.37	3.97
61	12	2.39	4
62	1	2.53	4.1
62	2	2.63	4.15
62	3	2.61	4.11
62	4	2.73	3.97
62	5	2.51	3.92
62	6	2.71	3.93
62	7	2.89	4.01
62	8	2.69	4.06
62	9	2.65	4.03
62	10	2.61	4
62	11	2.51	3.98
62	12	2.75	3.99
63	1	2.95	3.93
63	2	2.87	3.97
63	3	2.85	3.99
63	4	2.87	4.02
63	5	2.79	4.03
63	6	2.99	4.05
63	7	3.06	4.05
63	8	3.16	4.02
63	9	3.39	4.04
63	10	3.36	4.1
63	11	3.21	4.15
63	12	3.39	4.15
64	1	3.49	4.17
64	2	3.45	4.16
64	3	3.53	4.16
64	4	3.49	4.24
64	5	3.31	4.21
64	6	3.26	4.17
64	7	3.44	4.14
64	8	3.31	4.18
64	9	3.31	4.18
64	10	3.51	4.18
64	11	3.47	4.16
64	12	3.61	4.18
65	1	3.41	4.19
65	2	3.77	4.18
65	3	3.83	4.19
65	4	3.81	4.17
65	5	3.86	4.18
65	6	3.81	4.18
65	7	3.81	4.18
65	8	3.76	4.19
65	9	3.81	4.25
65	10	4.01	4.33
65	11	3.91	4.35
65	12	3.81	4.4
66	1	4.32	4.49
66	2	4.52	4.58
66	3	4.44	4.78
66	4	4.52	4.59
66	5	4.62	4.63
66	6	4.52	4.69
66	7	4.62	4.78
66	8	4.62	4.82
66	9	4.82	5.07
66	10	5.12	4.76
66	11	4.82	4.66
66	12	4.32	4.79
67	1	4.62	4.55
67	2	4.52	4.44
67	3	4.52	4.65
67	4	4.11	4.51
67	5	3.51	4.71
67	6	3.41	4.83
67	7	3.71	5.1
67	8	3.81	4.99
67	9	4.27	5.12
67	10	4.32	5.18
67	11	4.22	5.46
67	12	4.52	5.6
68	1	4.52	5.57
68	2	4.82	5.37
68	3	4.72	5.39
68	4	5.02	5.59
68	5	5.53	5.47
68	6	5.53	5.47
68	7	5.32	5.31
68	8	5.32	5.12
68	9	5.02	5.2
68	10	5.22	5.29
68	11	5.27	5.4
68	12	5.12	5.55
69	1	6.33	5.92
69	2	6.03	6
69	3	5.93	6.08
69	4	5.42	6.2
69	5	6.43	5.92
69	6	5.93	6.29
69	7	6.23	6.17
69	8	6.74	6.17
69	9	7.14	6.21
69	10	7.24	6.7
69	11	6.84	6.52
69	12	7.04	6.8
70	1	7.55	6.81
70	2	7.75	6.84
70	3	6.64	6.41
70	4	6.74	6.48
70	5	6.74	6.9
70	6	6.54	7.42
70	7	6.13	7.15
70	8	6.28	6.75
70	9	6.33	6.9
70	10	6.03	6.74
70	11	5.42	6.8
70	12	4.82	6.22
71	1	4.72	6.3
71	2	4.22	5.97
71	3	3.36	6.11
71	4	3.51	5.73
71	5	3.91	5.98
71	6	4.32	6.13
71	7	5.02	6.3
71	8	5.22	6.3
71	9	4.62	5.94
71	10	4.62	5.8
71	11	4.16	5.75
71	12	4.01	5.79
72	1	3.51	5.81
72	2	3.21	5.9
72	3	3.26	5.85
72	4	3.61	5.98
72	5	3.41	5.98
72	6	3.61	5.81
72	7	3.71	5.86
72	8	3.61	5.73
72	9	4.52	5.7
72	10	4.57	5.85
72	11	4.52	5.73
72	12	4.92	5.59
73	1	4.92	5.83
73	2	5.27	6.85
73	3	5.73	6.88
73	4	6.13	6.85
73	5	6.08	6.88
73	6	6.74	7.03
73	7	7.55	7.09
73	8	8.36	7.57
73	9	8.66	7.31
73	10	7.24	7.02
73	11	7.29	7.27
73	12	7.24	7.11
74	1	7.35	7.3
74	2	7.24	7.38
74	3	7.55	7.49
74	4	8.36	7.8
74	5	8.87	8.12
74	6	7.65	8.06
74	7	7.85	8.06
74	8	8.31	8.32
74	9	9.58	8.51
74	10	7.04	8.39
74	11	7.04	8
74	12	7.29	7.75
75	1	7.04	7.65
75	2	5.42	7.64
75	3	4.62	7.6
75	4	5.31	8.01
75	5	5.02	8.35
75	6	4.97	8.17
75	7	5.63	7.97
75	8	6.08	8.09
75	9	5.93	8.36
75	10	6.23	8.48
75	11	5.22	8.02
75	12	5.02	8.12
76	1	5.02	7.83
76	2	4.42	7.85
76	3	4.77	7.8
76	4	4.77	7.9
76	5	4.77	7.95
76	6	5.32	8.12
76	7	5.27	7.98
76	8	5.02	8.01
76	9	5.02	7.85
76	10	5.07	7.78
76	11	4.72	7.73
76	12	4.37	7.48
77	1	4.16	7.16
77	2	4.57	7.68
77	3	4.48	7.74
77	4	4.56	7.69
77	5	4.42	7.68
77	6	4.77	7.65
77	7	4.97	7.5
77	8	5.27	7.62
77	9	5.32	7.51
77	10	5.88	7.61
77	11	6.08	7.8
77	12	5.58	7.75
78	1	5.78	7.95
78	2	5.98	8.09
78	3	6.08	8.16
78	4	6.43	8.28
78	5	6.18	8.31
78	6	6.43	8.47
78	7	6.54	8.63
78	8	6.54	8.56
78	9	7.65	8.38
78	10	7.85	8.57
78	11	8.87	8.86
78	12	8.81	8.73
79	1	9.87	8.96
79	2	9.47	8.84
79	3	9.37	9.09
79	4	9.63	9.01
79	5	9.47	9.21
79	6	9.68	9.05
79	7	8.76	8.78
79	8	9.02	8.91
79	9	10.03	9.06
79	10	10.19	9.29
79	11	11.61	10.54
79	12	10.24	10.08
80	1	10.08	10.1
80	2	11.51	11.11
80	3	13.14	12.27
80	4	15.24	12.4
80	5	9.83	10.81
80	6	7.55	10.31
80	7	6.18	10.01
80	8	7.29	10.68
80	9	9.07	11.33
80	10	10.75	11.83
80	11	11.31	12.3
80	12	15.19	12.3
81	1	11.1	11.96
81	2	13.91	12.4
81	3	14.37	13.15
81	4	13.45	12.89
81	5	13.35	13.88
81	6	16.06	13.1
81	7	14.68	13.64
81	8	14.83	14.26
81	9	15.19	15.12
81	10	13.91	15.58
81	11	12.63	14.69
81	12	10.3	13.58
82	1	9.58	14.05
82	2	12.02	14.17
82	3	12.12	14.05
82	4	13.35	13.86
82	5	12.38	13.55
82	6	11.41	13.63
82	7	11.61	14.06
82	8	8.76	13.61
82	9	6.54	12.55
82	10	6.94	11.58
82	11	7.8	10.75
82	12	7.6	10.98
