m infl cpr y tbr
1.58110514284502 6.30011837473626 7.66977532382846 3.333333 2.858
2.31827626803511 6.29976981508932 7.6686545615929 3.263333 2.803333
0.609881951656988 6.30860322802779 7.68289710709471 3.31 2.909
0.57169574722451 6.31631665686078 7.69598534078877 3.316667 2.941333
1.55463636983875 6.32280886728332 7.71315914188775 3.696667 3.280667
2.78982161581016 6.32523637660053 7.72068349786114 3.906667 3.499333
0.616331719817964 6.3302031624436 7.74547888064933 3.95 3.538
2.26627197260480 6.33143257123848 7.75358062718379 3.933333 3.481333
1.77954449610276 6.34317150118222 7.76531459579247 3.91 3.504
2.29166341125549 6.35045679586704 7.76811037852599 4.063333 3.685
4.28012406375498 6.34723626296006 7.78742351939979 4.3 3.899667
1.66644691742466 6.348849319646 7.80090020134898 4.38 3.879
2.43894882762561 6.3544144838331 7.81822912553473 4.38 3.859667
3.18002662197543 6.36460641854738 7.84141430501738 4.47 4.158667
3.82966022687636 6.3720657517043 7.86203519676033 4.97 4.630667
4.09644938525613 6.37256797212336 7.86380504062964 5.426667 4.597333
3.03638741838199 6.3618635509748 7.87325513486884 5.79 5.047667
4.56556716001231 6.35336877498017 7.87872357214699 6 5.246
2.11821474795713 6.3579350602961 7.88502821579109 5.45 4.533667
1.27478459383141 6.36850715403866 7.88945914940452 4.716667 3.657333
3.68029130449106 6.38108314705653 7.90082184965834 4.973333 4.344667
4.8459267151177 6.38536063210569 7.90658406410226 5.303333 4.787333
6.05630060256033 6.38256571279037 7.92011953560236 5.58 5.064667
4.60122775488081 6.38859126427675 7.93626693997076 6.08 5.51
4.60822988815472 6.39638648059478 7.94335676784084 5.963333 5.226333
5.21447902102139 6.40468625927027 7.94509481917843 5.963333 5.580667
4.16477103221347 6.4121590652036 7.96018400334576 6.656667 6.137667
5.39973872029034 6.4066544312179 7.96130046428094 7.54 6.24
5.83674472553426 6.39653166565227 7.96710685369694 8.486667 7.046667
4.62959572481374 6.39301759660714 7.96384273523525 8.62 7.317667
5.44672251537417 6.39015533423632 7.96130046428094 8.553333 7.262667
6.81784449750236 6.3802166928161 7.95840206335537 8.166667 6.752333
2.56513581778943 6.38707237341665 7.9707403900071 7.836667 6.374667
4.41499435889092 6.39382083050546 7.96321647399426 6.293333 5.358333
7.39992345647078 6.39187589518744 7.98613084614881 4.59 3.863333
6.23666951182891 6.39723852593652 7.98759241232391 5.04 4.206
4.90548745799479 6.40210744534837 7.99372127261592 5.743333 5.050333
2.96470444835801 6.40395841308831 7.99877212852842 5.063333 4.234333
5.54532079623087 6.40951600844825 8.01872424185962 4.056667 3.435333
3.90053659130363 6.41585386006298 8.03582927779987 4.576667 3.748333
3.7182552568952 6.42724668556159 8.0474455294081 4.933333 4.241333
6.33204983740523 6.43574467346328 8.06322037924303 5.333333 4.851333
5.18783657275304 6.44229702570876 8.0874251447849 6.283333 5.639667
7.37104809864011 6.43584717551225 8.09181104946771 7.466667 6.608333
7.50450902205682 6.42866326544073 8.09080062362508 9.873333 8.388333
9.38113971449663 6.4175499043581 8.09836925010508 8.98 7.461667
6.38785122359007 6.41805094130409 8.08929840834189 8.303333 7.600333
8.29834015503259 6.40656093935953 8.09181104946771 10.456667 8.268
11.8914184683543 6.38587998790574 8.0830507924212 11.533333 8.286333
9.6535874367886 6.37388670432137 8.07912224355916 9.05 7.336
11.4105585387872 6.35107287045558 8.05642676752298 6.563333 5.873333
5.45724844599569 6.35234642433552 8.06790157976752 5.92 5.400667
8.3506368360375 6.35027693927786 8.08637950561963 6.666667 6.336667
6.72691287973599 6.34139620433995 8.09940243361744 6.12 5.684333
5.1718510685145 6.34186169728584 8.11871362748179 5.29 4.953333
5.11805797767444 6.34522346201378 8.1224306064412 5.57 5.168667
6.20178417211843 6.34027259903075 8.12592680270789 5.53 5.168667
6.86144416694603 6.34203652824224 8.13631337306638 4.99 4.698333
5.40790499308503 6.35191217915634 8.1508718704257 4.81 4.624
8.15039156698738 6.3490460655214 8.16763571524637 5.236667 4.828667
6.97459240947182 6.34840442770196 8.18155260887488 5.806667 5.472
7.05005262064908 6.35186503233162 8.17953625331327 6.593333 6.137
5.64386478323904 6.35751231946773 8.18640874858464 6.796667 6.408
10.3705825614718 6.35358635559966 8.21797820315073 7.2 6.481
7.7627941371226 6.3539934271612 8.22566372723556 8.083333 7.315333
8.68324751511729 6.34947013406367 8.23737346290847 9.896667 8.680333
7.82074995684354 6.34210728935641 8.23769090643264 10.096667 9.357667
8.54936271628688 6.34539717141834 8.23861620821311 9.853333 9.372334
8.80865402972475 6.34788547590804 8.24472808476932 10.603333 9.631333
7.95744065078168 6.33667042973733 8.24659108894233 13.096667 11.803667
9.21414079029681 6.33016867316295 8.25082893764746 14.253333 13.458667
9.45053662192592 6.29800669329411 8.22486032074903 10.75 10.049333
9.08664894426927 6.31209674059635 8.22510141047576 9.646667 9.235333
10.4795322955688 6.3129043255797 8.24499068981284 14.513333 13.709667
11.2514751496516 6.29608432123228 8.25855198774887 14.52 14.369
6.9857943620601 6.30250891153356 8.25437282294913 15.35 14.829
9.32349038135953 6.28412880889945 8.25958758654693 16.213333 15.087333
8.56956630809513 6.27526806729518 8.24357180261279 12.94 12.022667
4.53466016925894 6.28648647315777 8.2311364640419 13.696667 12.895
5.2402649065403 6.28298396570641 8.2351220150717 13.483333 12.359
4.05725368722045 6.28500534731137 8.2306837644802 11.553333 9.705333
3.33361757818835 6.31670265881303 8.23206784774615 8.81 7.935
4.88249143589243 6.33222844803767 8.23840478613458 8.34 8.081333
2.81231360380190 6.35552872002237 8.26526428867027 8.606667 8.419
3.91815401297500 6.36898712555201 8.28005213045817 9.44 9.186667
4.21349624267684 6.37586651742314 8.29707007399552 9.19 8.793333
5.62077982308224 6.37785667140277 8.31617799217503 9.45 9.133333
4.15853786985778 6.38430533570653 8.32941678393932 10.773333 9.843333
4.56260153416856 6.38247774576208 8.3348076325742 11.146667 10.343333
2.63701982202917 6.38653010278623 8.34145789749702 9.256667 8.973333
4.63993703142904 6.40052339082679 8.34801685637197 8.69 8.183333
2.68090496423596 6.41848625236529 8.35580303637751 7.91 7.523333
2.80385149316267 6.4465599618505 8.36846113761584 7.723333 7.103333
3.92399473433969 6.4645762277808 8.3741308085744 7.7 7.146667
1.97260459788886 6.48098903832579 8.38719839480005 7.413333 6.886667
1.79879494530937 6.51525437008478 8.38656045078078 6.543333 6.13
3.19989770015212 6.54904636798941 8.39221936387427 5.893333 5.533333
2.99064871394918 6.58408641702361 8.39550002113751 5.726667 5.34
3.5977891145663 6.60689355493769 8.40290404501411 5.95 5.533333
2.85257172470459 6.61719628790055 8.41522690882643 6.846667 5.733333
3.05515290112552 6.61121370140615 8.42492438195282 7.026667 6.033333
3.69791353142936 6.612418797674 8.43933975221137 7.54 6.003333
3.3155764584162 6.61162184917751 8.44576163446592 6.713333 5.76
4.49419116628356 6.61891750313928 8.45633854314575 7.253333 6.23
4.83478909814465 6.61984775582594 8.46263140342355 8.163333 6.993333
3.98989297330239 6.61293138955326 8.47213306200964 8.586667 7.703333
5.11210188711075 6.59875054466047 8.48003115772747 9.446667 8.533333
4.35469898827705 6.57727491126538 8.48446336679332 9.29 8.44
3.7608285872988 6.57275424025606 8.48446336679332 8.39 7.85
3.50211033057839 6.57660551097167 8.48811447391557 8.056667 7.633333
5.25743109294083 6.57445243733822 8.49664348512603 8.076667 7.756667
4.21180327327946 6.57454631689056 8.50047420480936 8.193333 7.766667
3.94826996962792 6.57584068735016 8.49831613564655 7.833333 7.493333
4.22560511714636 6.57320499565041 8.49027410206497 7.68 7.023333
4.84638630431391 6.57420476384515 8.485083137498 6.596667 6.053333
2.73976981592376 6.587025508679 8.49041791157925 6.056667 5.593333
2.78291638615506 6.59943580685248 8.49288000683395 5.83 5.406667
2.46680492788407 6.61734712586178 8.49306441983764 4.916667 4.583333
3.77753080335594 6.64878383080248 8.50075888495281 4.19 3.91
2.67041429050856 6.66876561474377 8.50663767747672 4.03 3.723333
1.35259803620293 6.69251099457769 8.51529138412664 3.41 3.13
2.64672396072818 6.72476035075931 8.52926009263438 3.566667 3.076667
3.14268520976206 6.73737817571542 8.53214091546336 3.286667 2.993333
1.71907139557454 6.75936772515401 8.53805408208357 3.256667 2.983333
1.09251399465968 6.78621288645602 8.54469162011805 3.31 3.02
1.33873145513093 6.80602011291089 8.55986946569667 3.366667 3.08
2.63029940261568 6.81422666500262 8.56809540934336 3.666667 3.25
2.93857667339736 6.81152629786116 8.57811894435873 4.726667 4.036667
2.07876970352992 6.8138226560283 8.58802437217683 5.213333 4.51
1.21785675577506 6.80721263795447 8.600393984009 6.11 5.283333
